"AUXLR215.Code.or.Value","AUXLR215.Value.Description","AUXLR215.Count","AUXLR215.Cumulative","AUXLR215.Skip.to.Item"
"-29 to 53","Range of Values",1664,1664,NA
".","Missing",143,1807,NA
