"PAD160.Code.or.Value","PAD160.Value.Description","PAD160.Count","PAD160.Cumulative","PAD160.Skip.to.Item"
"1 to 600","Range of Values",2934,2934,NA
"77777","Refused",0,2934,NA
"99999","Don't know",0,2934,NA
".","Missing",6254,9188,NA
