"AUXRR222.Code.or.Value","AUXRR222.Value.Description","AUXRR222.Count","AUXRR222.Cumulative","AUXRR222.Skip.to.Item"
"-27 to 68","Range of Values",2752,2752,NA
".","Missing",282,3034,NA
