"AUDTYL82.Code.or.Value","AUDTYL82.Value.Description","AUDTYL82.Count","AUDTYL82.Cumulative","AUDTYL82.Skip.to.Item"
"0 to 0.63","Range of Values",1672,1672,NA
".","Missing",135,1807,NA
