"AUDTYL62.Code.or.Value","AUDTYL62.Value.Description","AUDTYL62.Count","AUDTYL62.Cumulative","AUDTYL62.Skip.to.Item"
"0 to 2.56","Range of Values",2756,2756,NA
".","Missing",278,3034,NA
