"AUXRR233.Code.or.Value","AUXRR233.Value.Description","AUXRR233.Count","AUXRR233.Cumulative","AUXRR233.Skip.to.Item"
"-22 to 61","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
