"AUXRR178.Code.or.Value","AUXRR178.Value.Description","AUXRR178.Count","AUXRR178.Cumulative","AUXRR178.Skip.to.Item"
"-51 to 131","Range of Values",2752,2752,NA
".","Missing",282,3034,NA
