"SMQ770.Code.or.Value","SMQ770.Value.Description","SMQ770.Count","SMQ770.Cumulative","SMQ770.Skip.to.Item"
"1 to 5","Range of Values",125,125,NA
"7","Refused",0,125,NA
"9","Don't know",0,125,NA
".","Missing",7244,7369,NA
