"RFXT012.Code.or.Value","RFXT012.Value.Description","RFXT012.Count","RFXT012.Cumulative","RFXT012.Skip.to.Item"
"88 to 97","Range of Values",51073,51073,NA
".","Missing",3,51076,NA
