"AUXLR206.Code.or.Value","AUXLR206.Value.Description","AUXLR206.Count","AUXLR206.Cumulative","AUXLR206.Skip.to.Item"
"-32 to 95","Range of Values",1664,1664,NA
".","Missing",143,1807,NA
