"AUXRR169.Code.or.Value","AUXRR169.Value.Description","AUXRR169.Count","AUXRR169.Cumulative","AUXRR169.Skip.to.Item"
"-2 to 66","Range of Values",1772,1772,NA
".","Missing",117,1889,NA
