"AUQ191.Code.or.Value","AUQ191.Value.Description","AUQ191.Count","AUQ191.Cumulative","AUQ191.Skip.to.Item"
"1","Yes",684,684,""
"2","No",3989,4673,"AUQ300"
"7","Refused",0,4673,"AUQ300"
"9","Don't know",2,4675,"AUQ300"
".","Missing",4689,9364,""
