"DBQ424.Code.or.Value","DBQ424.Value.Description","DBQ424.Count","DBQ424.Cumulative","DBQ424.Skip.to.Item"
"1","Yes",354,354,NA
"2","No",624,978,NA
"3","Did not attend summer program",624,1602,NA
"7","Refused",0,1602,NA
"9","Don't know",14,1616,NA
".","Missing",8732,10348,NA
