"AUQ080.Code.or.Value","AUQ080.Value.Description","AUQ080.Count","AUQ080.Cumulative","AUQ080.Skip.to.Item"
"1","Yes",151,151,"AUQ100"
"2","No",41,192,""
"7","Refused",0,192,""
"9","Don't know",3,195,""
".","Missing",9380,9575,""
