"CIQD034.Code.or.Value","CIQD034.Value.Description","CIQD034.Count","CIQD034.Cumulative","CIQD034.Skip.to.Item"
"1","Yes",19,19,""
"2","No",46,65,"CIQD036"
"7","Refuse",0,65,"CIQD036"
"9","Don't know",0,65,"CIQD036"
".","Missing",863,928,""
