"RHQ172.Code.or.Value","RHQ172.Value.Description","RHQ172.Count","RHQ172.Cumulative","RHQ172.Skip.to.Item"
"1","Yes",369,369,""
"2","No",1833,2202,"RHQ171"
"7","Refused",0,2202,"RHQ171"
"9","Don't know",11,2213,"RHQ171"
".","Missing",1271,3484,""
