"TYXA149.Code.or.Value","TYXA149.Value.Description","TYXA149.Count","TYXA149.Cumulative","TYXA149.Skip.to.Item"
"0.09 to 6.711","Range of Values",6435,6435,NA
".","Missing",2034,8469,NA
