"CIQP02.Code.or.Value","CIQP02.Value.Description","CIQP02.Count","CIQP02.Cumulative","CIQP02.Skip.to.Item"
"1","Yes",38,38,""
"2","No",499,537,"CIDPSCOR"
"7","Refuse",0,537,"CIDPSCOR"
"9","Don't know",0,537,"CIDPSCOR"
".","Missing",241,778,""
