"WBXF067.Code.or.Value","WBXF067.Value.Description","WBXF067.Count","WBXF067.Cumulative","WBXF067.Skip.to.Item"
"2519.8421 to 2519.8421","Range of Values",8554,8554,NA
".","Missing",0,8554,NA
