"SMQ785.Code.or.Value","SMQ785.Value.Description","SMQ785.Count","SMQ785.Cumulative","SMQ785.Skip.to.Item"
"1","Today",30,30,NA
"2","Yesterday",46,76,NA
"3","3 to 5 days ago",39,115,NA
"7","Refused",0,115,NA
"9","Don't know",0,115,NA
".","Missing",6802,6917,NA
