"AUXRR112.Code.or.Value","AUXRR112.Value.Description","AUXRR112.Count","AUXRR112.Cumulative","AUXRR112.Skip.to.Item"
"-81 to 56","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
