"AUDTYL46.Code.or.Value","AUDTYL46.Value.Description","AUDTYL46.Count","AUDTYL46.Cumulative","AUDTYL46.Skip.to.Item"
"0 to 4.38","Range of Values",1672,1672,NA
".","Missing",135,1807,NA
