"KIQ241.Code.or.Value","KIQ241.Value.Description","KIQ241.Count","KIQ241.Cumulative","KIQ241.Skip.to.Item"
"1","Yes",33,33,""
"2","No",24,57,"KIQ301"
"7","Refused",0,57,"KIQ301"
"9","Don't know",0,57,"KIQ301"
".","Missing",1450,1507,""
