"AUXLR172.Code.or.Value","AUXLR172.Value.Description","AUXLR172.Count","AUXLR172.Cumulative","AUXLR172.Skip.to.Item"
"-7 to 53","Range of Values",2152,2152,NA
".","Missing",216,2368,NA
