"CIQD012.Code.or.Value","CIQD012.Value.Description","CIQD012.Count","CIQD012.Cumulative","CIQD012.Skip.to.Item"
"1","Yes",9,9,NA
"2","No",4,13,NA
"7","Refuse",0,13,NA
"9","Don't know",0,13,NA
".","Missing",915,928,NA
