"RHQ370.Code.or.Value","RHQ370.Value.Description","RHQ370.Count","RHQ370.Cumulative","RHQ370.Skip.to.Item"
"13 to 47","Range of Values",83,83,NA
"777","Refused",0,83,NA
"999","Don't know",1,84,NA
".","Missing",3433,3517,NA
