"OHQ770.Code.or.Value","OHQ770.Value.Description","OHQ770.Count","OHQ770.Cumulative","OHQ770.Skip.to.Item"
"1","Yes",1404,1404,""
"2","No",7272,8676,"OHQ605"
"7","Refused",1,8677,"OHQ605"
"9","Don't know",2,8679,"OHQ605"
".","Missing",685,9364,""
