"AUXLR240.Code.or.Value","AUXLR240.Value.Description","AUXLR240.Count","AUXLR240.Cumulative","AUXLR240.Skip.to.Item"
"-8 to 55","Range of Values",2152,2152,NA
".","Missing",216,2368,NA
