"OHQ144.Code.or.Value","OHQ144.Value.Description","OHQ144.Count","OHQ144.Cumulative","OHQ144.Skip.to.Item"
"1","Yes",11,11,NA
"2","No",6148,6159,NA
"7","Refused",0,6159,NA
"9","Don't know",0,6159,NA
".","Missing",3439,9598,NA
