"CIQD069.Code.or.Value","CIQD069.Value.Description","CIQD069.Count","CIQD069.Cumulative","CIQD069.Skip.to.Item"
"1","Yes",11,11,NA
"2","No",2,13,NA
"7","Refuse",0,13,NA
"9","Don't know",0,13,NA
".","Missing",915,928,NA
