"OSQ080.Code.or.Value","OSQ080.Value.Description","OSQ080.Count","OSQ080.Cumulative","OSQ080.Skip.to.Item"
"1","Yes",1052,1052,""
"2","No",3918,4970,"OSQ060"
"7","Refused",0,4970,"OSQ060"
"9","Don't know",9,4979,"OSQ060"
".","Missing",0,4979,""
