"SMQ143.Code.or.Value","SMQ143.Value.Description","SMQ143.Count","SMQ143.Cumulative","SMQ143.Skip.to.Item"
"2 to 15","Range of Values",6,6,NA
"7777","Refused",0,6,NA
"9999","Don't know",0,6,NA
".","Missing",5405,5411,NA
