"AUXRR252.Code.or.Value","AUXRR252.Value.Description","AUXRR252.Count","AUXRR252.Cumulative","AUXRR252.Skip.to.Item"
"-24 to 95","Range of Values",2752,2752,NA
".","Missing",282,3034,NA
