"AUXRR238.Code.or.Value","AUXRR238.Value.Description","AUXRR238.Count","AUXRR238.Cumulative","AUXRR238.Skip.to.Item"
"-21 to 82","Range of Values",2752,2752,NA
".","Missing",282,3034,NA
