"AUDTYL50.Code.or.Value","AUDTYL50.Value.Description","AUDTYL50.Count","AUDTYL50.Cumulative","AUDTYL50.Skip.to.Item"
"0 to 2.78","Range of Values",1672,1672,NA
".","Missing",135,1807,NA
