"SMQ170.Code.or.Value","SMQ170.Value.Description","SMQ170.Count","SMQ170.Cumulative","SMQ170.Skip.to.Item"
"1","Every day,",27,27,""
"2","Some days, or",70,97,"SMQ180"
"3","Not at all?",208,305,"SMQ180"
"7","Refused",0,305,"SMQ180"
"9","Don't know",0,305,"SMQ180"
".","Missing",5106,5411,""
