"AUXRR154.Code.or.Value","AUXRR154.Value.Description","AUXRR154.Count","AUXRR154.Cumulative","AUXRR154.Skip.to.Item"
"-23 to 38","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
