"AUDTYL41.Code.or.Value","AUDTYL41.Value.Description","AUDTYL41.Count","AUDTYL41.Cumulative","AUDTYL41.Skip.to.Item"
"0 to 2.78","Range of Values",2154,2154,NA
".","Missing",214,2368,NA
