"PAQ650.Code.or.Value","PAQ650.Value.Description","PAQ650.Count","PAQ650.Cumulative","PAQ650.Skip.to.Item"
"1","Yes",2059,2059,""
"2","No",5087,7146,"PAQ665"
"7","Refused",0,7146,"PAQ665"
"9","Don't know",1,7147,"PAQ665"
".","Missing",2337,9484,""
