"DUQ200.Code.or.Value","DUQ200.Value.Description","DUQ200.Count","DUQ200.Cumulative","DUQ200.Skip.to.Item"
"1","Yes",1811,1811,""
"2","No",1444,3255,"DUQ240"
"7","Refused",9,3264,"DUQ240"
"9","Don't know",4,3268,"DUQ240"
".","Missing",1357,4625,""
