"TYXP031.Code.or.Value","TYXP031.Value.Description","TYXP031.Count","TYXP031.Cumulative","TYXP031.Skip.to.Item"
"-7 to 189","Range of Values",8469,8469,NA
".","Missing",0,8469,NA
