"AUQ060.Code.or.Value","AUQ060.Value.Description","AUQ060.Count","AUQ060.Cumulative","AUQ060.Skip.to.Item"
"1","Yes",2128,2128,"AUQ100"
"2","No",745,2873,""
"7","Refused",0,2873,""
"9","Don't know",32,2905,""
".","Missing",6459,9364,""
