"TYXP121.Code.or.Value","TYXP121.Value.Description","TYXP121.Count","TYXP121.Cumulative","TYXP121.Skip.to.Item"
"-287 to 44","Range of Values",8291,8291,NA
".","Missing",178,8469,NA
