"AUDTYL31.Code.or.Value","AUDTYL31.Value.Description","AUDTYL31.Count","AUDTYL31.Cumulative","AUDTYL31.Skip.to.Item"
"0 to 2.06","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
