"CIQP71.Code.or.Value","CIQP71.Value.Description","CIQP71.Count","CIQP71.Cumulative","CIQP71.Skip.to.Item"
"1","Yes",1,1,NA
"2","No",3,4,NA
"7","Refused",0,4,NA
"9","Don't know",0,4,NA
".","Missing",924,928,NA
