"AUXRR255.Code.or.Value","AUXRR255.Value.Description","AUXRR255.Count","AUXRR255.Cumulative","AUXRR255.Skip.to.Item"
"-53 to 60","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
