"RHQ510.Code.or.Value","RHQ510.Value.Description","RHQ510.Count","RHQ510.Cumulative","RHQ510.Skip.to.Item"
"1","Yes",362,362,""
"2","No",2848,3210,"RHQ535"
"7","Refused",0,3210,"RHQ535"
"9","Don't know",3,3213,"RHQ535"
".","Missing",384,3597,""
