"WBXA067.Code.or.Value","WBXA067.Value.Description","WBXA067.Count","WBXA067.Cumulative","WBXA067.Skip.to.Item"
"-1.1958 to 0.9999","Range of Values",8554,8554,NA
".","Missing",0,8554,NA
