"LBD156LC.Code.or.Value","LBD156LC.Value.Description","LBD156LC.Count","LBD156LC.Cumulative","LBD156LC.Skip.to.Item"
"0","detectable result",550,550,NA
"1","below detectable limit",1357,1907,NA
".","Missing",367,2274,NA
