"CIQP42.Code.or.Value","CIQP42.Value.Description","CIQP42.Count","CIQP42.Cumulative","CIQP42.Skip.to.Item"
"0 to 3","Range of Values",9,9,NA
"900","900 +",0,9,NA
"7777","Refused",0,9,NA
"9999","Don't know",0,9,NA
".","Missing",769,778,NA
