"CIQD064.Code.or.Value","CIQD064.Value.Description","CIQD064.Count","CIQD064.Cumulative","CIQD064.Skip.to.Item"
"2 to 26","Range of Values",56,56,NA
"77","Refuse",0,56,NA
"99","Don't know",3,59,NA
".","Missing",869,928,NA
