"FSD660.Code.or.Value","FSD660.Value.Description","FSD660.Count","FSD660.Cumulative","FSD660.Skip.to.Item"
"1","Yes",1012,1012,NA
"2","No",173,1185,NA
"7","Refused",0,1185,NA
"9","Don't know",0,1185,NA
".","Missing",9163,10348,NA
