"AUXLR113.Code.or.Value","AUXLR113.Value.Description","AUXLR113.Count","AUXLR113.Cumulative","AUXLR113.Skip.to.Item"
"-45 to 42","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
