"SMQ785.Code.or.Value","SMQ785.Value.Description","SMQ785.Count","SMQ785.Cumulative","SMQ785.Skip.to.Item"
"1","Today",25,25,NA
"2","Yesterday",56,81,NA
"3","3 to 5 days ago",61,142,NA
"7","Refused",0,142,NA
"9","Don't know",1,143,NA
".","Missing",6615,6758,NA
