"HSQ520.Code.or.Value","HSQ520.Value.Description","HSQ520.Count","HSQ520.Cumulative","HSQ520.Skip.to.Item"
"1","Yes",587,587,NA
"2","No",7692,8279,NA
"7","Refused",2,8281,NA
"9","Don't know",20,8301,NA
".","Missing",531,8832,NA
