"RFXC028.Code.or.Value","RFXC028.Value.Description","RFXC028.Count","RFXC028.Cumulative","RFXC028.Skip.to.Item"
"-6.789 to 3.58","Range of Values",51068,51068,NA
".","Missing",8,51076,NA
