"DBD061.Code.or.Value","DBD061.Value.Description","DBD061.Count","DBD061.Cumulative","DBD061.Skip.to.Item"
"1 to 1460","Range of Values",1430,1430,""
"0","Never",255,1685,"DBD085"
"777777","Refused",0,1685,""
"999999","Don't know",3,1688,""
".","Missing",8068,9756,""
