"TYXP201.Code.or.Value","TYXP201.Value.Description","TYXP201.Count","TYXP201.Cumulative","TYXP201.Skip.to.Item"
"-292 to -13","Range of Values",688,688,NA
".","Missing",7781,8469,NA
