"AUXRR263.Code.or.Value","AUXRR263.Value.Description","AUXRR263.Count","AUXRR263.Cumulative","AUXRR263.Skip.to.Item"
"-5 to 108","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
