"SMQ780.Code.or.Value","SMQ780.Value.Description","SMQ780.Count","SMQ780.Cumulative","SMQ780.Skip.to.Item"
"1 to 59","Range of Values",115,115,NA
"77","Refused",0,115,NA
"99","Don't know",0,115,NA
".","Missing",6802,6917,NA
