"SXQ130.Code.or.Value","SXQ130.Value.Description","SXQ130.Count","SXQ130.Cumulative","SXQ130.Skip.to.Item"
"1 to 100","Range of Values",192,192,NA
"77777","Refused",0,192,NA
"99999","Don't know",0,192,NA
".","Missing",4865,5057,NA
