"WHQ060.Code.or.Value","WHQ060.Value.Description","WHQ060.Count","WHQ060.Cumulative","WHQ060.Skip.to.Item"
"1","Yes",577,577,"WHD080A"
"2","No",467,1044,""
"7","Refused",0,1044,""
"9","Don't know",0,1044,""
".","Missing",5590,6634,""
