"MCQ050.Code.or.Value","MCQ050.Value.Description","MCQ050.Count","MCQ050.Cumulative","MCQ050.Skip.to.Item"
"1","Yes",187,187,NA
"2","No",695,882,NA
"7","Refused",0,882,NA
"9","Don't know",0,882,NA
".","Missing",8482,9364,NA
