"VIQ220.Code.or.Value","VIQ220.Value.Description","VIQ220.Count","VIQ220.Cumulative","VIQ220.Skip.to.Item"
"1","Yes",2819,2819,""
"2","No",3702,6521,"VIXOCMT"
"9","Don't know",5,6526,""
".","Missing",464,6990,""
